,"('Cosine_sim', '0')","('Cosine_sim', '1')","('Cosine_sim', '10')","('Cosine_sim', '11')","('Cosine_sim', '12')","('Cosine_sim', '13')","('Cosine_sim', '14')","('Cosine_sim', '15')","('Cosine_sim', '16')","('Cosine_sim', '17')","('Cosine_sim', '18')","('Cosine_sim', '19')","('Cosine_sim', '2')","('Cosine_sim', '20')","('Cosine_sim', '21')","('Cosine_sim', '22')","('Cosine_sim', '23')","('Cosine_sim', '24')","('Cosine_sim', '25')","('Cosine_sim', '26')","('Cosine_sim', '27')","('Cosine_sim', '28')","('Cosine_sim', '29')","('Cosine_sim', '3')","('Cosine_sim', '4')","('Cosine_sim', '5')","('Cosine_sim', '6')","('Cosine_sim', '7')","('Cosine_sim', '8')","('Cosine_sim', '9')","('SE_T104_001', '0')","('SE_T104_001', '1')","('SE_T104_001', '10')","('SE_T104_001', '11')","('SE_T104_001', '12')","('SE_T104_001', '13')","('SE_T104_001', '14')","('SE_T104_001', '15')","('SE_T104_001', '16')","('SE_T104_001', '17')","('SE_T104_001', '18')","('SE_T104_001', '19')","('SE_T104_001', '2')","('SE_T104_001', '20')","('SE_T104_001', '21')","('SE_T104_001', '22')","('SE_T104_001', '23')","('SE_T104_001', '24')","('SE_T104_001', '25')","('SE_T104_001', '26')","('SE_T104_001', '27')","('SE_T104_001', '28')","('SE_T104_001', '29')","('SE_T104_001', '3')","('SE_T104_001', '4')","('SE_T104_001', '5')","('SE_T104_001', '6')","('SE_T104_001', '7')","('SE_T104_001', '8')","('SE_T104_001', '9')","('rent_final', '0')","('rent_final', '1')","('rent_final', '10')","('rent_final', '11')","('rent_final', '12')","('rent_final', '13')","('rent_final', '14')","('rent_final', '15')","('rent_final', '16')","('rent_final', '17')","('rent_final', '18')","('rent_final', '19')","('rent_final', '2')","('rent_final', '20')","('rent_final', '21')","('rent_final', '22')","('rent_final', '23')","('rent_final', '24')","('rent_final', '25')","('rent_final', '26')","('rent_final', '27')","('rent_final', '28')","('rent_final', '29')","('rent_final', '3')","('rent_final', '4')","('rent_final', '5')","('rent_final', '6')","('rent_final', '7')","('rent_final', '8')","('rent_final', '9')","('weighted_rent_final', '0')","('weighted_rent_final', '1')","('weighted_rent_final', '10')","('weighted_rent_final', '11')","('weighted_rent_final', '12')","('weighted_rent_final', '13')","('weighted_rent_final', '14')","('weighted_rent_final', '15')","('weighted_rent_final', '16')","('weighted_rent_final', '17')","('weighted_rent_final', '18')","('weighted_rent_final', '19')","('weighted_rent_final', '2')","('weighted_rent_final', '20')","('weighted_rent_final', '21')","('weighted_rent_final', '22')","('weighted_rent_final', '23')","('weighted_rent_final', '24')","('weighted_rent_final', '25')","('weighted_rent_final', '26')","('weighted_rent_final', '27')","('weighted_rent_final', '28')","('weighted_rent_final', '29')","('weighted_rent_final', '3')","('weighted_rent_final', '4')","('weighted_rent_final', '5')","('weighted_rent_final', '6')","('weighted_rent_final', '7')","('weighted_rent_final', '8')","('weighted_rent_final', '9')",rent_final,city_final,SE_T104_001
245,0.6906472442941052,0.6381872529702642,0.5225195667528503,0.5158736023839068,0.5114686384694949,0.5113967589420156,0.5094099719134129,0.5058308923531393,0.4999467243483271,0.4971745443805506,0.49502697014141384,0.49376951665847896,0.5966730390778856,0.4922515170380745,0.49181778263314413,0.4912472304384239,0.49099346396072835,0.4882679159084712,0.4845436888671711,0.4838540251922941,0.4793215520405248,0.47463269722807583,0.46145755195700316,0.5845907529305687,0.5839399351508502,0.5784576271550329,0.5635337284010102,0.5411091686458703,0.5317466654833051,0.5244463119550805,807.0,560.0,736.0,651.0,1121.0,807.0,651.0,1814.0,711.0,920.0,611.0,998.0,1019.0,560.0,611.0,560.0,1222.0,696.0,1167.0,958.0,1100.0,700.0,700.0,644.0,1121.0,920.0,705.0,1000.0,1087.0,663.0,864.1666666666665,1520.0,612.5,475.0,1350.6666666666667,762.5,450.0,3152.5,695.0,877.0,550.0,2481.25,2026.5,1137.5,450.0,1329.0,952.5,644.0,1457.75,1540.0,915.0,399.0,1600.0,1275.0,1231.0,2552.5,654.0,968.0,1729.6666666666665,475.0,596.8343269441558,970.0446245148016,320.0432346361208,245.03996113235573,690.8236410261311,389.94002869328693,229.23448736103578,1594.6318881432715,347.4629734220873,436.02207542174284,272.2648335777776,1225.1656132088508,1209.1579136913351,559.9361006308097,221.31800218491486,652.8675692526654,467.67127442259374,314.44453784505544,706.3435624461187,745.135198796133,438.5792201170802,189.37844619400227,738.3320831312051,745.3532099864751,718.8300601706966,1476.5130933132216,368.5510583742607,523.7936752492025,919.7444823976233,249.11199817866324,902.75,Dayton,663.0
319,0.4340036425944897,0.4102634504265568,0.3202332070458209,0.31898108751248816,0.3179620630633026,0.31614248224604746,0.3068707520127993,0.3061766933697004,0.2972100138679533,0.2968232631772831,0.293886214656153,0.2937411005854719,0.40768385897284437,0.2906582428950784,0.28940312591143874,0.28343594871968275,0.28143411540431906,0.28041630307312965,0.2778634828411111,0.2757350105567417,0.2708968402740795,0.26848274374926157,0.26753898840445534,0.37221394963098664,0.3630195681014579,0.3544644001011588,0.35327153591596516,0.3499083359823401,0.3312739358075825,0.3279730040518764,807.0,799.0,709.0,677.0,958.0,933.0,1167.0,799.0,565.0,910.0,892.0,933.0,967.0,820.0,891.0,892.0,807.0,1019.0,856.0,933.0,967.0,898.0,889.0,677.0,889.0,1100.0,767.0,901.0,910.0,769.0,725.0,746.3333333333335,728.0,590.0,1029.75,953.0,1262.5,697.0,720.0,1001.25,924.0,1011.5,812.0,816.6666666666665,709.0,1034.75,873.3333333333335,1070.0,1050.0,954.5,1102.5,1535.5,887.5,864.0,1025.0,822.5,669.0,662.5,986.0,822.6666666666665,314.652640881005,306.193288501687,233.12977472935762,188.19884163236802,327.42143443943587,301.28378558048325,387.4243244161591,213.40515527868118,213.9912099849264,297.1942922562547,271.55086234228537,297.11912324220486,331.03929348594966,237.370898364314,205.18681627121006,293.2853479376917,245.78579411977202,300.04544428824875,291.7566569831667,263.18906757640997,298.66376640217266,412.2552530269911,237.4408522089541,321.5928524811725,372.09505730399434,291.5469690832031,236.3386575277807,231.81427258830033,326.63610070627635,269.8124580000103,760.8333333333335,Chattanooga,769.0
1345,0.49862958265803076,0.4648656164442472,0.35625285516083516,0.3531663774526556,0.3520080676775463,0.346260436775996,0.3434111672156976,0.333424185717843,0.3330489189225357,0.3269176588213041,0.3265002803389363,0.3263744234165539,0.4221207585223673,0.3229919167450764,0.3229919167450764,0.31909353384177364,0.31025717942849595,0.31015697941347714,0.30876323697425856,0.3052603711157229,0.3018427439619795,0.30008015590196435,0.29905933879938096,0.39494776486973243,0.39471325957708614,0.38371814258321363,0.3720527990595998,0.3689450462405147,0.36640946060882984,0.3575083501451821,3339.0,2974.0,1412.0,1973.0,1947.0,2211.0,1814.0,2849.0,2442.0,1087.0,2442.0,2211.0,1973.0,1816.0,1816.0,1947.0,1930.0,1973.0,1964.0,1554.0,2936.0,1930.0,2037.0,2060.0,2849.0,2735.0,1973.0,2442.0,2060.0,1930.0,4120.0,7549.0,2952.0,2236.25,3575.0,3483.75,2427.0,4345.0,5062.333333333334,1806.1666666666665,5995.0,3876.0,5223.666666666666,2250.0,2250.0,5655.0,3690.833333333333,2395.0,1912.5,4400.166666666666,6795.0,3906.666666666666,3495.0,3656.666666666667,4480.0,4212.0,2278.333333333333,4330.0,2110.5,2993.75,2054.3538805510866,3509.270538537622,1051.6584284347855,789.7683115785011,1258.428841947228,1206.284796618376,833.4589028324981,1448.7280869440278,1686.0046438921834,590.4677781077453,1957.3691806319232,1265.027265162563,2205.018135601339,726.7318126764219,726.7318126764219,1804.47393387523,1145.1075397406737,742.8259656952778,590.5096907132695,1343.1965096376998,2051.021445221651,1172.3131423903405,1045.2123891038364,1444.192326873655,1768.315402905346,1616.220816560496,847.6602938574548,1597.5320502214288,773.3071666149353,1070.290623247139,4293.25,Newyork,2936.0
385,0.7096313285533059,0.6399663437705558,0.5627056843409808,0.5626266997472069,0.5580089276732718,0.5547750616382036,0.553125493947099,0.5496377758607506,0.546195343336257,0.5420033146189399,0.5353898921450356,0.531311730285974,0.6077568141373064,0.5268999230248843,0.5188408547493638,0.49999821053919413,0.49584757255779305,0.4926616770434635,0.4915602496418329,0.4913556570489235,0.48963188979510575,0.48220304662647334,0.479110949451344,0.5903467463862332,0.5854543092737962,0.5788637007851405,0.5717625112195239,0.5678042595693515,0.5665403222566516,0.5647547139135121,958.0,1100.0,1092.0,1092.0,1046.0,1683.0,967.0,1930.0,1140.0,891.0,1087.0,1407.0,1307.0,1240.0,1734.0,1021.0,726.0,1192.0,1021.0,1021.0,1021.0,1240.0,899.0,958.0,1683.0,889.0,1847.0,1814.0,1236.0,711.0,1540.0,1555.5,1638.0,1539.666666666667,1340.1666666666665,3342.5,1209.0,3135.0,1798.0,634.0,1421.5,1897.583333333333,1958.833333333333,1579.6666666666665,1830.0,1779.25,1479.5,985.0,1518.0,2224.0,1885.25,1546.0,3433.166666666667,1850.0,2890.0,1159.25,2707.0,3152.5,2608.333333333333,695.0,1092.8322459720912,995.4676477350996,921.7119109505265,866.2575753774497,747.8249645701297,1854.3356435256953,668.7287221820427,1723.1144273234531,982.05922731859,343.63010146840793,761.0567316841682,1008.2082841951593,1190.4943060926269,832.3262450716421,949.4787641913358,889.6218161018612,733.6064835992548,485.27175188781155,746.1884589563024,1092.7749812768059,923.0785202362231,745.4859100845277,1644.8677412913728,1092.1414808145314,1691.962953801271,671.0477451351741,1547.7611178712514,1790.0029282923808,1477.7260072194329,392.5045261698909,1823.0,Austin,1046.0
1168,0.5525925398964403,0.41389144420103974,0.31379117659872074,0.3102239996060266,0.3060592369838931,0.30584049257168283,0.2968306158787898,0.2913481735693536,0.2913249875388186,0.28656066431002897,0.28062169055511654,0.28054757149167386,0.4015846271103029,0.27740601677128873,0.2710900599921698,0.26446155635346313,0.26320014449706,0.26243392447810315,0.26098070103105686,0.2607833785968721,0.26012788208835075,0.2574473234089071,0.25618671752368827,0.38619197617837836,0.36256658023402877,0.3571883765943651,0.35494094709895246,0.34521880075864125,0.3292457389338712,0.3257354219705288,920.0,1398.0,1370.0,920.0,917.0,917.0,920.0,918.0,1021.0,1398.0,1398.0,945.0,920.0,1398.0,1236.0,2849.0,920.0,2442.0,920.0,1398.0,918.0,1370.0,1067.0,920.0,920.0,1398.0,918.0,1236.0,917.0,1426.0,1479.75,2179.25,1372.5,747.0,1845.5,1850.0,1800.0,1318.0,1350.0,2376.5,2182.5,2225.0,2833.75,1690.5,1156.5,4345.0,995.0,5995.0,1558.333333333333,2225.0,1354.1666666666667,2162.5,7564.333333333332,2113.75,1357.5,1930.0,2042.25,1281.5,2018.75,1630.0,817.6988109117575,901.9729297751159,430.67838988174424,231.73732770570186,564.8323218537747,565.8049112576132,534.2951085818216,383.9968927644081,393.2887331774051,681.0114187327838,612.4568396365419,624.2183465689743,1137.9904370738209,468.95487135186363,313.51565438094434,1149.0854623557973,261.8841437745747,1573.2913772462284,406.69492577339685,580.2430173780405,352.25650699464165,556.7298368717616,1937.8817269216856,816.3132896470472,492.18413266769403,689.3735668271246,724.8781492128356,442.3978931721988,664.6648354727525,530.9487378119619,1230.0,Chicago,920.0
317,0.6227247610514196,0.5878070393011389,0.4678439768001496,0.4507650401295971,0.44897059394524336,0.43375654373276,0.42898381862659596,0.4278045104842554,0.415298513869085,0.411397191750881,0.4044885782075096,0.40202675672042737,0.540460896412453,0.40034926294960416,0.3901848541219536,0.3894615564694231,0.38596837770074727,0.3857783653468939,0.3820070440296981,0.3773229883970395,0.37648308040435907,0.3756267792422168,0.3755122283660031,0.5397710752098255,0.5351243015877059,0.5283119315084766,0.5280082023283003,0.5252231889414853,0.5035342603895703,0.47882327040957934,891.0,705.0,709.0,1000.0,677.0,1087.0,958.0,917.0,888.0,689.0,799.0,711.0,807.0,917.0,917.0,861.0,958.0,807.0,820.0,1157.0,901.0,899.0,1087.0,891.0,910.0,711.0,901.0,807.0,1157.0,819.0,915.0,654.0,728.0,1247.5,590.0,1199.0,1850.0,1350.0,678.0,560.0,571.25,695.0,725.0,1350.0,2091.25,1065.0,1540.0,762.5,650.0,795.0,752.8333333333335,1500.0,1279.6666666666667,634.0,714.0,545.0,662.5,720.0,1225.0,661.5,569.793156362049,384.42580370294485,340.5904151105089,562.3293875616724,264.8926504276936,520.0740959355793,793.6200644592025,577.5360891537448,281.57239240323963,230.38242738049337,231.06410030103987,279.408595920697,391.83414989902843,540.4715049819656,815.9740761825354,414.7765576399356,594.3913016591508,294.15600357700663,248.30457861930375,299.9717757756464,283.42901236441503,563.4401688633252,480.53048156569537,342.21486168302937,382.078751333622,287.9300026721197,349.8054340424989,378.16069603786946,616.8294689772235,316.74159337593676,715.0,Chattanooga,807.0
1129,0.7841646134041423,0.6997060848392692,0.5750080491896953,0.5727782878247266,0.5612504402582629,0.559403712633399,0.5555402337092759,0.5512272995097048,0.5449271835059415,0.5073890786186733,0.4579839271112982,0.43170315108651397,0.6988655719206192,0.41507948892079954,0.4140874150436083,0.4106600156712961,0.40162707968787414,0.39023092502396356,0.3856719624605234,0.38498771631451,0.37928165677329395,0.3791069075871789,0.3789064555538249,0.6851356577128214,0.6343501550898867,0.6061303618200734,0.5915559006324355,0.5800210267435681,0.5774332724572131,0.5750080491896953,1370.0,1370.0,1236.0,1236.0,1426.0,1370.0,1370.0,918.0,1370.0,1370.0,1370.0,1370.0,1370.0,1370.0,1236.0,1370.0,1426.0,1370.0,1236.0,1370.0,1370.0,1370.0,1167.0,1370.0,1236.0,1426.0,1236.0,1370.0,1236.0,1236.0,2118.0,1520.5,1683.75,1281.5,1385.0,1425.0,1295.0,1318.0,2280.5,1380.0,1200.0,1270.0,2031.25,1321.25,1529.5,1175.0,3278.75,1295.0,1542.75,1462.5,1347.5,1468.5,2527.75,1557.0,1893.25,1610.5,1445.0,1710.0,1683.75,1683.75,1660.8606511899734,1063.903101998109,968.1698028231494,734.0153758473872,777.3318597576941,797.1502905025936,719.4246026535122,726.517580753791,1242.7064419852995,700.1969284937692,549.5807125335579,548.2630018798727,1419.5706929637577,548.4237747366064,633.3467013091989,482.52551841377294,1316.8347875266174,505.3490479060328,594.9954200859725,563.0445351099709,511.0820325020136,556.7184937917722,957.780793026181,1066.7562190588628,1200.9834311239279,976.1729477112282,854.7982764138692,991.8359557315015,972.2532724998325,968.1698028231494,1731.0,Chicago,1370.0
1201,0.7424658655343777,0.7218337057316428,0.6577722528630597,0.6529965739456726,0.6403955688842686,0.6342783468735483,0.6231559851630026,0.6174264485065333,0.6129255979709961,0.6126181444653268,0.6114580779860646,0.6108658763457405,0.6937049167354613,0.6103834705398766,0.6010211449506482,0.5989136853515314,0.5978332057325977,0.5966730390778856,0.5937381080453569,0.5859756496712992,0.5824564312377389,0.5794053812430898,0.5774780984294556,0.692261812969308,0.6879703399919448,0.6728847141991555,0.6728324294983544,0.6679718260903437,0.6656958791665192,0.6618752223108446,1814.0,711.0,889.0,1407.0,1222.0,1082.0,960.0,998.0,1140.0,807.0,891.0,958.0,1236.0,1814.0,958.0,1100.0,1683.0,663.0,1024.0,1240.0,1362.0,1167.0,918.0,807.0,644.0,1307.0,1100.0,1092.0,1092.0,967.0,3152.5,695.0,1159.25,1897.583333333333,952.5,1262.5,1153.3333333333333,990.0,1798.0,1015.0,634.0,1540.0,2608.333333333333,3006.0,806.25,915.0,2890.0,902.75,1150.0,1579.6666666666665,1782.5,1457.75,1450.0,864.1666666666665,1275.0,1958.833333333333,1555.5,1638.0,1539.666666666667,1209.0,2340.6236410971255,501.6744254834918,762.522484131502,1239.1154154430756,609.9767793622659,800.7764129278547,718.706569554663,611.252184021468,1102.040225151851,621.8074166323067,387.66442144316494,940.7334495724403,1809.4136578183281,1834.812712442869,484.5732981164601,548.0060220966512,1727.7379645672072,538.6465860275613,682.7988242521604,925.6462012640956,1038.2285886812697,844.6281945071142,837.3432427227107,598.2295833743102,877.1621834897296,1318.0690076637788,1046.5908440846904,1094.1378511359828,1024.949755290051,800.2071437738111,2026.5,Chicago,1019.0
1258,0.5105941152018739,0.4709245635061676,0.39048219756182945,0.39014154596867867,0.3883398138063201,0.3863776147468339,0.3711628516098756,0.3655673309798403,0.3640731629990334,0.3609712195934746,0.35988304242153774,0.3578476327044306,0.4655632907468339,0.3495818614147153,0.348384981902987,0.34543390399583573,0.3399355566354684,0.3386490062820973,0.3381809597417559,0.3365189444588702,0.3318493871192853,0.3307626505611553,0.33052249688175517,0.44216859629623184,0.44178864534178014,0.42904527736739667,0.42833580929760284,0.4275024776096676,0.41086986988542995,0.40874501453755346,1236.0,1021.0,918.0,918.0,917.0,1236.0,1370.0,918.0,917.0,1370.0,1370.0,826.0,1370.0,1087.0,826.0,917.0,918.0,920.0,918.0,918.0,917.0,1021.0,917.0,918.0,918.0,840.0,918.0,826.0,1370.0,918.0,712.0,925.0,950.0,1318.0,1042.5,1628.75,1727.5,925.0,1050.0,1355.0,1425.0,906.25,1468.5,1279.6666666666667,860.0,1350.0,1300.0,1425.0,1574.0,1250.0,2091.25,1088.0,1850.0,1222.5,1005.0,822.9166666666667,1112.5,706.25,1372.5,1050.0,363.5430100237342,435.60522124320505,370.958087683738,514.2065575867185,404.8442558930887,629.3125400189057,641.1838261560601,338.1497811563523,382.2768211489851,489.1160025491581,512.8333354506913,324.29941713839025,683.6796924617256,447.3482553236974,299.61108443656883,466.33577039437824,441.91622362610894,482.5748339519887,532.2968306335238,420.64868057358774,693.9800308132054,359.86976381053694,611.466619231247,540.5511089721434,443.99758856848905,353.0685095002535,476.5235878435832,301.9236248118277,563.9188964177526,429.1822652644311,1354.1666666666667,Chicago,918.0
953,0.6427531611248674,0.6426355559044069,0.4831302292167988,0.4782523080193113,0.4652719942472555,0.464773504862692,0.45846171058386964,0.4579839271112982,0.44006690219775246,0.4368662470643177,0.43323005348863536,0.42429206404057385,0.6271495572393581,0.42141772135057254,0.41819116217224905,0.4140166953233321,0.40897871000065744,0.4065444374362373,0.4057116587903742,0.40482607748903077,0.40177984493006197,0.4003867924548083,0.395868425282736,0.5727294811226112,0.5721702023759699,0.5659582354351635,0.5605256795552606,0.5414068282605247,0.5100994689868656,0.4878403313508395,917.0,1370.0,1426.0,1370.0,1370.0,920.0,1426.0,1370.0,918.0,920.0,1370.0,1370.0,1370.0,920.0,1236.0,826.0,1370.0,917.0,1370.0,1426.0,1426.0,1370.0,1426.0,1370.0,1426.0,1370.0,995.0,1370.0,920.0,1370.0,1185.0,1295.0,1457.5,1557.0,1347.5,995.0,1650.0,1731.0,1222.5,1195.0,1520.5,2987.5,1380.0,1187.5,2235.0,885.0,1972.5,1350.0,1270.0,1585.0,1685.5,1723.75,1385.0,1462.5,1610.5,1175.0,950.0,1425.0,922.5,1710.0,761.6624959329678,832.213044896207,704.1623090834843,744.6388435860677,626.9540122481768,462.4496373383785,756.4618224633849,792.7701778296572,537.9817879367524,522.0551652418596,658.7262963294701,1267.5725413212144,865.4663889903142,500.4335441038049,934.6572474549766,366.4047753611489,806.7105054762968,548.8349905389204,515.2538066637752,641.6493328201137,677.1999286296194,690.1667334939758,548.2777690165894,837.616866141819,921.4801109264996,665.0009266363172,532.4993955774976,771.5047302712477,470.56676014038356,834.2069666099355,1200.0,Chicago,1370.0
96,0.4805101648622134,0.41780439525699037,0.31670160128576297,0.3140563673986459,0.3137544467398337,0.30962496746851104,0.30708049556384476,0.3045139203595793,0.3016410766602113,0.29750402928134306,0.2973013248963307,0.2967464253514798,0.3884385228695081,0.2921926559339918,0.2888818342548529,0.28649215465837674,0.28279074118662956,0.2821661538134899,0.2767995965070524,0.2761023637546187,0.2751211321313024,0.27411188040210055,0.27246778874040223,0.3845050247344806,0.37693487709369294,0.36956489620441024,0.3266093484568142,0.3233677375948536,0.32128128908914083,0.3193093666836012,848.0,889.0,1150.0,967.0,736.0,820.0,960.0,944.0,967.0,960.0,910.0,799.0,799.0,1192.0,960.0,958.0,769.0,910.0,960.0,780.0,944.0,1489.0,960.0,960.0,1038.0,1024.0,967.0,960.0,898.0,565.0,718.0,941.5,1136.25,812.0,627.5,816.6666666666665,921.0,745.0,940.0,974.25,1001.25,987.5,746.3333333333335,1225.8333333333335,921.0,1029.75,822.6666666666665,864.5,1130.0,1106.6666666666667,730.3333333333335,1550.333333333333,796.625,837.6666666666665,818.0,1250.0,961.5,979.6666666666665,1535.5,720.0,345.0062983710692,393.3628381344564,359.85219446094817,255.01377032770046,196.88091532924565,252.86039009928396,282.821136414301,226.86287066788657,283.54261206059863,289.8433005273485,297.67295155245114,293.03709503458634,289.90461756827625,358.179497399085,266.0601693487195,295.01529625946347,232.64251641620055,243.93263997176203,312.7835440529692,305.5532825551114,200.93013349989457,424.9647852500565,217.05465220532292,322.08704238591656,308.3327294626408,461.9561202555128,314.03488854122685,316.7925935970915,493.3274193963758,229.90274401219287,1102.5,Columbia,967.0
1054,0.9746853187116797,0.954003501713984,0.5829978804326822,0.5773209103374428,0.5733801144079629,0.5710722989167657,0.5703421413035266,0.5142137913536893,0.512035376682261,0.4969172408092952,0.4793891986959177,0.4777133602926223,0.8230330406080718,0.47760125192057407,0.4542900034815864,0.4361712932638184,0.4178503917041144,0.41689593307600475,0.4144786030157798,0.40867767940584604,0.40569968304309206,0.4014004395637388,0.39806572669187096,0.8193557300011562,0.8098153998644296,0.6276683120609113,0.606717932765867,0.5898592438424786,0.5880257491935941,0.58353389998058,799.0,799.0,861.0,785.0,861.0,861.0,861.0,861.0,1092.0,840.0,899.0,936.0,921.0,899.0,899.0,934.0,899.0,856.0,834.0,899.0,899.0,889.0,1078.0,925.0,921.0,861.0,861.0,861.0,856.0,1092.0,870.0,892.5,826.25,725.0,931.25,1046.25,1080.0,813.5,2540.5,779.75,1502.0,732.5,992.5,1413.0,840.0,1813.25,3433.166666666667,1050.0,1400.0,2158.25,1239.5,1159.25,2100.0,900.0,1305.0,1022.5,1065.0,940.0,825.0,644.5,847.9762272791613,851.4481252797307,481.70199870750366,418.55765999464603,533.9602315424154,597.484392741666,615.9695126078087,418.31291926622623,1300.825874461284,387.47121852104794,720.0425764412684,349.9250364143458,816.8602928035112,674.8505689637711,381.60360292453254,790.8875975106188,1434.5500364521756,437.74072972980497,580.2700442220918,882.0286015776672,502.8647571319126,465.32345956426417,835.938026052929,737.4201570010406,1056.8090968230806,641.7908490822819,646.1545983956485,554.4676892119298,485.1212430847151,376.0875985374838,935.0,Chicago,799.0
486,0.587392671714548,0.5804544654493118,0.4413205169757932,0.42696279004823073,0.4264323953147131,0.4225079741148019,0.4153569066989926,0.4103640788785967,0.4096690920696667,0.4070754371360152,0.3973366264723863,0.3934378043143212,0.5791310010106849,0.39215410859091315,0.37798159716335533,0.37662273322411466,0.37584387104280537,0.36799387818178836,0.3632179880592741,0.3606810979035823,0.35841302202570846,0.35015411903644666,0.3486041532409691,0.5270445201214512,0.5129850854111605,0.48602861602200714,0.4727719046779442,0.47183467804521495,0.46728696012821536,0.4641902648446036,892.0,892.0,889.0,1140.0,1136.0,892.0,1082.0,1219.0,1734.0,933.0,998.0,1019.0,933.0,1188.0,1046.0,944.0,933.0,951.0,1067.0,1449.0,1150.0,799.0,1186.0,1219.0,1240.0,892.0,967.0,1046.0,1167.0,1046.0,1002.5,1090.0,1052.0,1293.8333333333335,1104.5833333333335,1003.3333333333335,1012.5,1185.6666666666667,1725.0,925.0,1084.75,748.3333333333335,1213.3333333333335,1365.0,1339.3333333333335,998.6666666666665,1037.0,1059.0,1099.0,1154.0,1185.0,934.1666666666665,1310.0,1105.0,1426.1666666666665,1005.0,1419.666666666667,1252.5,1310.0,992.5,588.8611533938343,632.6953673397499,464.26918385853446,552.4186898574026,471.0301166580436,423.91633402851795,420.54886803273,486.55500952372284,706.679183820175,376.54477935081405,431.01090556592106,294.42262356188377,702.6789478929645,535.2903582265965,506.243352467454,376.12056957981576,389.7500942713892,389.70551699451386,399.1765688771422,416.225986980734,424.71943110046453,327.10230619988056,456.67144074566954,582.3841947342036,731.60222931055,488.4587591021172,671.1785140077883,590.9729342516317,612.1459177679621,460.708837858269,982.5,Austin,892.0
284,0.427393388501343,0.42175367564233507,0.32085913023869816,0.31766989903198994,0.31478154201557373,0.31106144139314335,0.31015313165168806,0.3082528309576738,0.3082528309576738,0.3082528309576738,0.30596203592482096,0.30117082613255214,0.41807353929417884,0.3000057438795032,0.2945275671221738,0.2910302461985432,0.2887989568542782,0.2816676386589655,0.2812053148403413,0.2796711771985519,0.2793787625677207,0.27804146508090083,0.2763665741263666,0.37808755148718204,0.37420546789945397,0.34782743060889665,0.3431940147727553,0.3429549363880697,0.335063043142627,0.33291852533803273,1046.0,807.0,898.0,933.0,1167.0,1167.0,998.0,951.0,951.0,951.0,1219.0,1240.0,1046.0,1683.0,1082.0,1734.0,892.0,1240.0,1140.0,1140.0,1186.0,945.0,1734.0,1192.0,1000.0,1240.0,1140.0,1219.0,951.0,1304.0,992.5,924.0,555.0,1072.75,1267.5,2590.5,1427.5,1049.6666666666667,1049.6666666666667,1049.6666666666667,1567.9166666666665,1510.25,1154.5,2695.0,1830.0,1395.0,900.0,1652.0,1625.0,1361.25,1293.5,1050.0,1902.5,1714.1666666666665,1420.0,1357.75,1599.0,1999.0,1477.5,1743.0,424.18793808758295,389.7003962935176,178.0768172824775,340.78038418656723,398.9856045047397,805.8046639289379,442.74359543278473,323.56272156190494,323.56272156190494,323.56272156190494,479.72297549379215,454.8432401666869,482.6659011151295,808.515479755261,538.9854478335781,405.98719344696775,259.91906116885036,465.314939064611,456.95863661555455,380.70238996152875,361.3764293813467,291.94353833494586,525.7874072754125,648.1050778409444,531.3717644172247,472.2626939092294,548.7672296216357,685.5669178397512,495.0556462432314,580.2769896641911,1522.5,Chattanooga,314.0
1043,0.574258447848357,0.44214833634700823,0.334561447325428,0.33201394044251487,0.33112231498772204,0.33066298506931774,0.33066298506931774,0.3292495906331704,0.32903818672711793,0.3281587724126411,0.32514244499087397,0.3245102848943771,0.4251268485786816,0.3155270760038034,0.3141040098733039,0.3127618617993224,0.3100203349477494,0.3085197364962298,0.30657099734596893,0.305539056502887,0.2935337028434247,0.29313505632315207,0.29302175817842135,0.40767044424805565,0.391083077962463,0.37544551336245274,0.37467915953011427,0.3697813052664312,0.36575299392681043,0.36110923628060715,1816.0,1816.0,1398.0,1816.0,1021.0,917.0,917.0,1021.0,1370.0,1816.0,1426.0,1426.0,1021.0,1398.0,1816.0,1021.0,1426.0,1021.0,1021.0,1847.0,1021.0,1087.0,1236.0,1398.0,1426.0,1398.0,1398.0,1398.0,1816.0,1021.0,1997.5,1620.0,2776.666666666666,2565.25,1494.25,1220.0,1220.0,1209.0,1321.25,1540.0,1837.5,1457.5,1407.5,1350.0,2104.5,1353.0,1585.0,1518.0,2556.833333333333,1643.75,1779.25,1599.166666666667,1628.75,2954.75,1440.0,2616.75,1987.5,3862.5,2119.5,1145.0,1147.081249577093,716.2803048821534,928.9656187402715,851.6987607201612,494.77951917040366,403.40884178456764,403.40884178456764,398.062755075503,434.74170421320457,505.36450951546726,597.4492426707309,472.9737402335546,598.3660393744943,425.9615526051346,661.031888778368,423.1667990144832,491.3822308921828,468.3329600012769,783.8509450474181,502.2298241266205,522.2698407841634,468.7718109034408,477.2591886331038,1204.5642451419424,563.1596322659467,982.4470470911982,744.6748295661021,1428.2802915915906,775.2134706278747,413.47007554129516,1510.0,Chicago,1816.0
